filename,img_width,img_height,mask_width,mask_height,dims_match,white_ratio,n_unique_mask_values,is_strictly_binary
celebA_007413_add.png,832,1248,832,1248,True,0.021223,2,True
celebA_007426_add.png,832,1248,832,1248,True,0.037491,2,True
celebA_007428_add.png,832,1248,832,1248,True,0.048638,2,True
celebA_007443_add.png,1184,880,1184,880,True,0.022613,2,True
celebA_007501_remove.png,880,1184,880,1184,True,0.009687,2,True
celebA_007509_add.png,880,1184,880,1184,True,0.011731,2,True
celebA_007510_remove.png,944,1104,944,1104,True,0.018423,2,True
celebA_007564_modify.png,880,1184,880,1184,True,0.262339,2,True
celebA_007570_heavy.png,944,1104,944,1104,True,0.311764,2,True
celebA_007570_modify.png,944,1104,944,1104,True,0.317468,2,True
celebA_007574_modify.png,880,1184,880,1184,True,0.067261,2,True
celebA_007589_remove.png,832,1248,832,1248,True,0.001579,2,True
celebA_007599_add.png,880,1184,880,1184,True,0.055436,2,True
celebA_007612_heavy.png,832,1248,832,1248,True,0.33046,2,True
celebA_007633_modify.png,1104,944,1104,944,True,0.174597,2,True
celebA_007702_modify.png,880,1184,880,1184,True,0.1182,2,True
celebA_007732_modify.png,832,1248,832,1248,True,0.288107,2,True
celebA_007736_add.png,880,1184,880,1184,True,0.03761,2,True
celebA_007746_add.png,944,1104,944,1104,True,0.103059,2,True
celebA_007752_add.png,880,1184,880,1184,True,0.011377,2,True
celebA_007801_modify.png,880,1184,880,1184,True,0.139881,2,True
celebA_007804_heavy.png,832,1248,832,1248,True,0.345797,2,True
celebA_007824_remove.png,944,1104,944,1104,True,0.003129,2,True
celebA_007858_add.png,880,1184,880,1184,True,0.160155,2,True
celebA_007865_heavy.png,832,1248,832,1248,True,0.099201,2,True
celebA_007865_modify.png,832,1248,832,1248,True,0.152622,2,True
celebA_007897_remove.png,1024,1024,1024,1024,True,0.043853,2,True
celebA_007983_add.png,1248,832,1248,832,True,0.01026,2,True
celebA_007983_heavy.png,1248,832,1248,832,True,0.215751,2,True
celebA_007985_heavy.png,832,1248,832,1248,True,0.157199,2,True
celebA_008024_heavy.png,1024,1024,1024,1024,True,0.036006,2,True
celebA_008057_remove.png,832,1248,832,1248,True,0.041049,2,True
celebA_008082_remove.png,832,1248,832,1248,True,0.099518,2,True
celebA_008088_modify.png,1248,832,1248,832,True,0.047163,2,True
celebA_008107_modify.png,1104,944,1104,944,True,0.135894,2,True
celebA_008153_modify.png,1024,1024,1024,1024,True,0.114104,2,True
celebA_008180_modify.png,944,1104,944,1104,True,0.368967,2,True
celebA_008199_heavy.png,832,1248,832,1248,True,0.37246,2,True
celebA_008211_add.png,880,1184,880,1184,True,0.010334,2,True
celebA_008266_add.png,1024,1024,1024,1024,True,0.009256,2,True
celebA_008272_remove.png,944,1104,944,1104,True,0.026044,2,True
celebA_008294_add.png,1024,1024,1024,1024,True,0.025037,2,True
celebA_008341_remove.png,1248,832,1248,832,True,0.012131,2,True
coco_000000000349_brushnet_sd1-5_1_None.jpg,640,480,640,480,True,0.292979,2,True
coco_000000000502_hdpainter_sd2_1_None.jpg,512,341,512,341,True,0.218996,2,True
coco_000000000625_powerpaint_realisticvision_1_Blended.jpg,640,440,640,440,True,0.047479,149,False
coco_000000000761_inpaintanything_sd2_1_None.jpg,640,480,640,480,True,0.001214,2,True
coco_000000000831_hdpainter_dreamshaper_1_None.jpg,340,512,340,512,True,0.086472,2,True
coco_000000001036_removeanything_lama_1_None.jpg,612,612,612,612,True,0.099548,2,True
coco_000000001591_removeanything_lama_1_None.jpg,640,640,640,640,True,0.517786,2,True
coco_000000001674_brushnet_sdxl_1_None.jpg,1360,1024,1360,1024,True,0.114664,130,False
coco_000000001915_brushnet_juggernaut_1_Blended.jpg,1536,1024,1536,1024,True,0.175304,161,False
coco_000000002179_controlnet_sd1-5_1_None.jpg,640,480,640,480,True,0.025026,2,True
coco_000000002337_removeanything_lama_1_None.jpg,333,500,333,500,True,0.125556,2,True
coco_000000002931_powerpaint_realisticvision_1_Blended.jpg,496,488,496,488,True,0.174647,237,False
coco_000000002989_controlnet_sd1-5_1_None.jpg,640,416,640,416,True,0.085404,212,False
coco_000000003040_powerpaint_realisticvision_1_Blended.jpg,640,512,640,512,True,0.147842,2,True
coco_000000003103_controlnet_sd1-5_1_None.jpg,400,336,400,336,True,0.295558,167,False
coco_000000003224_removeanything_lama_1_None.jpg,427,640,427,640,True,0.098189,2,True
coco_000000003320_controlnet_sd1-5_1_None.jpg,640,480,640,480,True,0.048675,2,True
coco_000000003917_brushnet_juggernaut_1_Blended.jpg,1360,1024,1360,1024,True,0.160848,120,False
coco_000000003938_removeanything_lama_1_None.jpg,480,640,480,640,True,0.296774,2,True
coco_000000004065_inpaintanything_sd2_1_None.jpg,640,480,640,480,True,0.15791,2,True
coco_000000004286_controlnet_sd1-5_1_None.jpg,512,640,512,640,True,0.054684,2,True
coco_000000004322_powerpaint_realisticvision_1_None.jpg,640,480,640,480,True,0.059922,2,True
coco_000000004502_controlnet_sd1-5_1_None.jpg,640,480,640,480,True,0.073226,92,False
coco_000000004555_powerpaint_realisticvision_1_None.jpg,640,424,640,424,True,0.203895,74,False
coco_000000004592_removeanything_lama_1_None.jpg,640,424,640,424,True,0.003029,2,True
coco_000000004700_powerpaint_realisticvision_1_None.jpg,640,424,640,424,True,0.017088,99,False
coco_000000004840_hdpainter_sd1-5_1_None.jpg,512,333,512,333,True,0.071773,2,True
coco_000000004888_controlnet_sd1-5_1_None.jpg,640,424,640,424,True,0.057223,2,True
coco_000000005486_brushnet_dreamshaper_1_None.jpg,640,424,640,424,True,0.069148,36,False
coco_000000005688_inpaintanything_sd2_1_None.jpg,640,480,640,480,True,0.068366,2,True
coco_000000005756_powerpaint_realisticvision_1_None.jpg,640,360,640,360,True,0.002144,38,False
coco_000000006241_powerpaint_realisticvision_1_None.jpg,496,368,496,368,True,0.155039,194,False
coco_000000006437_hdpainter_dreamshaper_1_None.jpg,340,512,340,512,True,0.397708,2,True
coco_000000006744_controlnet_sd1-5_1_None.jpg,480,640,480,640,True,0.414186,2,True
coco_000000006760_inpaintanything_sd2_1_None.jpg,640,426,640,426,True,0.402036,2,True
coco_000000006809_removeanything_lama_1_None.jpg,640,480,640,480,True,0.234001,2,True
coco_000000006819_controlnet_sd1-5_1_None.jpg,640,232,640,232,True,0.074252,78,False
coco_000000007205_brushnet_epicrealism_1_None.jpg,640,432,640,432,True,0.114858,196,False
coco_000000007298_controlnet_sd1-5_1_None.jpg,640,480,640,480,True,0.076644,2,True
coco_000000007420_controlnet_sd1-5_1_None.jpg,424,640,424,640,True,0.117917,124,False
coco_000000007677_powerpaint_realisticvision_1_None.jpg,640,416,640,416,True,0.099286,148,False
coco_000000007839_hdpainter_sd2_1_None.jpg,512,384,512,384,True,0.119843,2,True
coco_000000007899_removeanything_lama_1_None.jpg,640,427,640,427,True,0.354881,2,True
coco_000000008160_brushnet_realisticvision_1_None.jpg,640,352,640,352,True,0.262544,104,False
coco_000000008187_hdpainter_sd2_1_None.jpg,512,358,512,358,True,0.188902,2,True
coco_000000008290_hdpainter_dreamshaper_1_Upscaled.jpg,2048,1536,2048,1536,True,0.102097,256,False
coco_000000008665_removeanything_lama_1_None.jpg,640,480,640,480,True,0.072285,2,True
coco_000000008794_powerpaint_realisticvision_1_Blended.jpg,640,488,640,488,True,0.129582,141,False
coco_000000008846_inpaintanything_sd2_1_None.jpg,640,480,640,480,True,0.058678,2,True
coco_000000009172_brushnet_epicrealism_1_Blended.jpg,504,640,504,640,True,0.044038,72,False
coco_000000009656_hdpainter_dreamshaper_1_None.jpg,512,384,512,384,True,0.242844,2,True
coco_000000009696_removeanything_lama_1_None.jpg,351,490,351,490,True,0.098657,2,True
coco_000000010008_inpaintanything_sd2_1_None.jpg,640,427,640,427,True,0.186651,2,True
coco_000000010014_brushnet_dreamshaper_1_Blended.jpg,640,424,640,424,True,0.411947,145,False
coco_000000010343_controlnet_sd1-5_1_None.jpg,640,424,640,424,True,0.073887,83,False
coco_000000010346_brushnet_epicrealism_1_Blended.jpg,640,480,640,480,True,0.191641,2,True
coco_000000010560_removeanything_lama_1_None.jpg,480,640,480,640,True,0.057572,2,True
coco_000000011347_inpaintanything_sd2_1_None.jpg,640,449,640,449,True,0.146182,2,True
coco_000000011496_inpaintanything_sd2_1_None.jpg,640,480,640,480,True,0.370892,2,True
coco_000000011567_brushnet_realisticvision_1_Blended.jpg,640,424,640,424,True,0.158807,211,False
coco_000000011737_removeanything_lama_1_None.jpg,640,427,640,427,True,0.138675,2,True
coco_000000011812_controlnet_sd1-5_1_None.jpg,640,424,640,424,True,0.4272,167,False
coco_000000012434_removeanything_lama_1_None.jpg,425,640,425,640,True,0.120232,2,True
coco_000000012551_brushnet_juggernaut_1_Blended.jpg,1536,1016,1536,1016,True,0.293091,236,False
coco_000000012873_inpaintanything_sd2_1_None.jpg,457,640,457,640,True,0.535462,2,True
coco_000000012902_removeanything_lama_1_None.jpg,332,500,332,500,True,0.090018,2,True
coco_000000012946_powerpaint_realisticvision_1_None.jpg,640,424,640,424,True,0.12406,146,False
coco_000000013106_controlnet_sd1-5_1_None.jpg,368,496,368,496,True,0.247496,244,False
coco_000000013473_brushnet_realisticvision_1_None.jpg,424,424,424,424,True,0.185703,183,False
coco_000000013492_inpaintanything_sd2_1_None.jpg,480,640,480,640,True,0.158226,2,True
coco_000000014029_brushnet_epicrealism_1_None.jpg,640,424,640,424,True,0.050962,76,False
coco_000000014335_brushnet_sd1-5_1_None.jpg,640,360,640,360,True,0.097743,2,True
coco_000000014412_brushnet_sdxl_1_Blended.jpg,1024,1024,1024,1024,True,0.023661,2,True
coco_000000015113_brushnet_sd1-5_1_Blended.jpg,640,480,640,480,True,0.079678,2,True
coco_000000015126_inpaintanything_sd2_1_None.jpg,480,640,480,640,True,0.217822,2,True
coco_000000015259_powerpaint_realisticvision_1_None.jpg,640,424,640,424,True,0.158107,161,False
coco_000000015374_brushnet_realisticvision_1_None.jpg,496,368,496,368,True,0.101321,97,False
coco_000000015600_powerpaint_realisticvision_1_None.jpg,480,640,480,640,True,0.01763,2,True
coco_000000015810_removeanything_lama_1_None.jpg,640,425,640,425,True,0.069702,2,True
coco_000000015876_brushnet_realisticvision_1_None.jpg,640,408,640,408,True,0.080312,78,False
coco_000000015930_powerpaint_realisticvision_1_None.jpg,480,640,480,640,True,0.195322,2,True
coco_000000016169_inpaintanything_sd2_1_None.jpg,640,453,640,453,True,0.222955,2,True
coco_000000016188_controlnet_sd1-5_1_None.jpg,496,328,496,328,True,0.691821,237,False
coco_000000016322_removeanything_lama_1_None.jpg,640,426,640,426,True,0.29006,2,True
coco_000000016412_controlnet_sd1-5_1_None.jpg,640,456,640,456,True,0.062527,117,False
coco_000000016486_controlnet_sd1-5_1_None.jpg,640,384,640,384,True,0.197347,89,False
coco_000000016755_powerpaint_realisticvision_1_None.jpg,640,480,640,480,True,0.176156,2,True
coco_000000017962_brushnet_dreamshaper_1_None.jpg,640,480,640,480,True,0.053392,2,True
coco_000000018072_removeanything_lama_1_None.jpg,500,487,500,487,True,0.103437,2,True
coco_000000018366_removeanything_lama_1_None.jpg,640,480,640,480,True,0.150918,2,True
coco_000000018373_powerpaint_realisticvision_1_Blended.jpg,480,640,480,640,True,0.096084,2,True
coco_000000018432_brushnet_sdxl_1_None.jpg,1024,1360,1024,1360,True,0.063167,69,False
coco_000000018505_hdpainter_dreamshaper_1_None.jpg,512,321,512,321,True,0.028585,2,True
coco_000000018816_hdpainter_sd1-5_1_None.jpg,512,384,512,384,True,0.263926,2,True
coco_000000018956_inpaintanything_sd2_1_None.jpg,424,640,424,640,True,0.238233,2,True
coco_000000019015_removeanything_lama_1_None.jpg,426,640,426,640,True,0.076324,2,True
coco_000000019022_inpaintanything_sd2_1_None.jpg,640,424,640,424,True,0.086177,2,True
coco_000000019236_controlnet_sd1-5_1_None.jpg,424,640,424,640,True,0.016097,42,False
coco_000000019534_removeanything_lama_1_None.jpg,480,640,480,640,True,0.08929,2,True
coco_000000020012_brushnet_dreamshaper_1_None.jpg,368,496,368,496,True,0.081604,229,False
coco_000000020013_controlnet_sd1-5_1_None.jpg,472,640,472,640,True,0.07597,106,False
coco_000000020164_inpaintanything_sd2_1_None.jpg,640,429,640,429,True,0.277564,2,True
coco_000000020512_hdpainter_sd2_1_Upscaled.jpg,2048,1536,2048,1536,True,0.079426,256,False
coco_000000021049_powerpaint_realisticvision_1_None.jpg,640,368,640,368,True,0.084184,168,False
coco_000000021181_hdpainter_sd1-5_1_None.jpg,512,384,512,384,True,0.259109,2,True
coco_000000021222_powerpaint_realisticvision_1_Blended.jpg,608,608,608,608,True,0.167628,176,False
coco_000000021253_removeanything_lama_1_None.jpg,640,332,640,332,True,0.4706,2,True
coco_000000021269_removeanything_lama_1_None.jpg,435,640,435,640,True,0.058818,2,True
coco_000000021329_hdpainter_dreamshaper_1_None.jpg,512,384,512,384,True,0.282206,2,True
coco_000000021346_removeanything_lama_1_None.jpg,480,640,480,640,True,0.242871,2,True
coco_000000021459_powerpaint_realisticvision_1_None.jpg,480,640,480,640,True,0.516813,2,True
coco_000000021587_inpaintanything_sd2_1_None.jpg,480,640,480,640,True,0.103076,2,True
coco_000000021711_brushnet_realisticvision_1_None.jpg,640,352,640,352,True,0.089426,133,False
coco_000000022086_powerpaint_realisticvision_1_None.jpg,640,360,640,360,True,0.070616,2,True
coco_000000022208_inpaintanything_sd2_1_None.jpg,500,281,500,281,True,0.351367,2,True
coco_000000022403_removeanything_lama_1_None.jpg,640,480,640,480,True,0.137578,2,True
coco_000000022484_inpaintanything_sd2_1_None.jpg,640,480,640,480,True,0.085622,2,True
coco_000000022861_hdpainter_sd2_1_None.jpg,512,384,512,384,True,0.839549,2,True
coco_000000022964_removeanything_lama_1_None.jpg,640,449,640,449,True,0.122515,2,True
coco_000000022974_removeanything_lama_1_None.jpg,640,438,640,438,True,0.210698,2,True
coco_000000023194_powerpaint_realisticvision_1_Blended.jpg,640,480,640,480,True,0.192018,2,True
coco_000000023200_controlnet_sd1-5_1_None.jpg,640,416,640,416,True,0.247645,204,False
coco_000000023369_inpaintanything_sd2_1_None.jpg,480,640,480,640,True,0.162324,2,True
coco_000000023548_removeanything_lama_1_None.jpg,640,480,640,480,True,0.091312,2,True
coco_000000023569_powerpaint_realisticvision_1_None.jpg,480,640,480,640,True,0.311263,2,True
coco_000000023840_removeanything_lama_1_None.jpg,640,427,640,427,True,0.117714,2,True
coco_000000023935_inpaintanything_sd2_1_None.jpg,567,640,567,640,True,0.269566,2,True
coco_000000024299_brushnet_sdxl_1_None.jpg,1360,1024,1360,1024,True,0.343306,129,False
coco_000000024446_removeanything_lama_1_None.jpg,640,424,640,424,True,0.060731,2,True
coco_000000024625_controlnet_sd1-5_1_None.jpg,640,424,640,424,True,0.078965,125,False
coco_000000024682_controlnet_sd1-5_1_None.jpg,424,640,424,640,True,0.155712,115,False
coco_000000024802_hdpainter_dreamshaper_1_Upscaled.jpg,1638,2048,1638,2048,True,0.032961,256,False
coco_000000025003_controlnet_sd1-5_1_None.jpg,640,424,640,424,True,0.076006,135,False
coco_000000025404_removeanything_lama_1_None.jpg,640,440,640,440,True,0.206658,2,True
coco_000000025649_powerpaint_realisticvision_1_None.jpg,496,368,496,368,True,0.33591,241,False
coco_000000025722_removeanything_lama_1_None.jpg,612,612,612,612,True,0.104877,2,True
coco_000000025858_inpaintanything_sd2_1_None.jpg,640,521,640,521,True,0.081181,2,True
coco_000000026132_brushnet_realisticvision_1_None.jpg,640,480,640,480,True,0.172259,87,False
coco_000000026133_inpaintanything_sd2_1_None.jpg,428,640,428,640,True,0.283484,2,True
coco_000000026172_powerpaint_realisticvision_1_Blended.jpg,640,360,640,360,True,0.248767,2,True
coco_000000026200_removeanything_lama_1_None.jpg,480,640,480,640,True,0.056032,2,True
coco_000000026297_hdpainter_sd2_1_None.jpg,512,384,512,384,True,0.33961,2,True
coco_000000026378_inpaintanything_sd2_1_None.jpg,500,375,500,375,True,0.202752,2,True
coco_000000026443_removeanything_lama_1_None.jpg,640,521,640,521,True,0.282738,2,True
coco_000000026908_hdpainter_dreamshaper_1_Upscaled.jpg,2048,1363,2048,1363,True,0.204963,256,False
coco_000000027041_brushnet_juggernaut_1_Blended.jpg,1528,1024,1528,1024,True,0.142808,176,False
coco_000000027207_inpaintanything_sd2_1_None.jpg,462,640,462,640,True,0.149347,2,True
coco_000000027208_inpaintanything_sd2_1_None.jpg,640,427,640,427,True,0.004183,2,True
coco_000000027524_inpaintanything_sd2_1_None.jpg,500,375,500,375,True,0.393765,2,True
coco_000000027591_removeanything_lama_1_None.jpg,640,480,640,480,True,0.555052,2,True
coco_000000027610_inpaintanything_sd2_1_None.jpg,640,426,640,426,True,0.299054,2,True
coco_000000027660_removeanything_lama_1_None.jpg,640,446,640,446,True,0.096945,2,True
coco_000000027704_controlnet_sd1-5_1_None.jpg,640,424,640,424,True,0.099506,173,False
coco_000000027717_inpaintanything_sd2_1_None.jpg,375,500,375,500,True,0.107131,2,True
coco_000000027739_controlnet_sd1-5_1_None.jpg,640,480,640,480,True,0.130479,2,True
coco_000000027888_controlnet_sd1-5_1_None.jpg,640,480,640,480,True,0.04334,2,True
coco_000000027969_controlnet_sd1-5_1_None.jpg,640,424,640,424,True,0.108774,2,True
coco_000000028109_brushnet_epicrealism_1_None.jpg,496,368,496,368,True,0.044941,209,False
coco_000000028131_brushnet_epicrealism_1_None.jpg,424,640,424,640,True,0.18869,2,True
coco_000000028281_removeanything_lama_1_None.jpg,480,640,480,640,True,0.186364,2,True
coco_000000028343_hdpainter_sd2_1_Upscaled.jpg,1671,2048,1671,2048,True,0.110612,256,False
coco_000000028402_controlnet_sd1-5_1_None.jpg,424,640,424,640,True,0.439151,147,False
coco_000000028508_inpaintanything_sd2_1_None.jpg,640,425,640,425,True,0.023191,2,True
coco_000000028671_inpaintanything_sd2_1_None.jpg,480,640,480,640,True,0.585918,2,True
coco_000000028764_controlnet_sd1-5_1_None.jpg,424,640,424,640,True,0.126253,99,False
coco_000000028782_hdpainter_dreamshaper_1_Upscaled.jpg,1536,2048,1536,2048,True,0.023869,256,False
coco_000000028875_removeanything_lama_1_None.jpg,640,480,640,480,True,0.094948,2,True
coco_000000029145_powerpaint_realisticvision_1_Blended.jpg,640,480,640,480,True,0.31082,2,True
coco_000000029176_powerpaint_realisticvision_1_Blended.jpg,600,640,600,640,True,0.089078,80,False
coco_000000029341_removeanything_lama_1_None.jpg,640,427,640,427,True,0.293238,2,True
coco_000000029391_hdpainter_dreamshaper_1_Upscaled.jpg,2048,1360,2048,1360,True,0.251443,256,False
coco_000000029402_powerpaint_realisticvision_1_Blended.jpg,480,640,480,640,True,0.158978,2,True
coco_000000029622_powerpaint_realisticvision_1_Blended.jpg,496,368,496,368,True,0.155269,241,False
coco_000000030151_powerpaint_realisticvision_1_None.jpg,368,496,368,496,True,0.539884,244,False
coco_000000030261_inpaintanything_sd2_1_None.jpg,480,640,480,640,True,0.127633,2,True
coco_000000030852_controlnet_sd1-5_1_None.jpg,512,640,512,640,True,0.254453,222,False
coco_000000031092_hdpainter_sd1-5_1_Upscaled.jpg,2048,1452,2048,1452,True,0.090227,256,False
coco_000000031240_inpaintanything_sd2_1_None.jpg,430,640,430,640,True,0.204153,2,True
coco_000000031335_removeanything_lama_1_None.jpg,640,426,640,426,True,0.043647,2,True
coco_000000031825_removeanything_lama_1_None.jpg,640,428,640,428,True,0.064285,2,True
coco_000000032082_removeanything_lama_1_None.jpg,640,427,640,427,True,0.064278,2,True
coco_000000032491_removeanything_lama_1_None.jpg,640,361,640,361,True,0.12423,2,True
coco_000000032655_controlnet_sd1-5_1_None.jpg,480,640,480,640,True,0.09738,2,True
coco_000000032695_removeanything_lama_1_None.jpg,461,640,461,640,True,0.61028,2,True
coco_000000032708_removeanything_lama_1_None.jpg,480,640,480,640,True,0.426156,2,True
coco_000000032773_brushnet_juggernaut_1_Blended.jpg,1544,1024,1544,1024,True,0.059255,83,False
coco_000000032947_powerpaint_realisticvision_1_None.jpg,424,640,424,640,True,0.116528,159,False
coco_000000033034_removeanything_lama_1_None.jpg,640,480,640,480,True,0.047725,2,True
coco_000000033189_hdpainter_sd2_1_Upscaled.jpg,2048,1702,2048,1702,True,0.001781,256,False
coco_000000033295_powerpaint_realisticvision_1_None.jpg,640,424,640,424,True,0.12392,79,False
coco_000000033305_inpaintanything_sd2_1_None.jpg,500,376,500,376,True,0.195973,2,True
coco_000000033667_controlnet_sd1-5_1_None.jpg,640,424,640,424,True,0.001312,27,False
coco_000000033733_inpaintanything_sd2_1_None.jpg,640,480,640,480,True,0.154238,2,True
coco_000000033787_hdpainter_sd1-5_1_Upscaled.jpg,2048,1363,2048,1363,True,0.061113,256,False
coco_000000033841_brushnet_sdxl_1_None.jpg,1360,1024,1360,1024,True,0.045791,78,False
coco_000000033912_brushnet_epicrealism_1_Blended.jpg,608,608,608,608,True,0.102628,206,False
coco_000000033995_inpaintanything_sd2_1_None.jpg,640,480,640,480,True,0.503835,2,True
coco_000000034038_removeanything_lama_1_None.jpg,500,376,500,376,True,0.36,2,True
coco_000000034301_removeanything_lama_1_None.jpg,375,500,375,500,True,0.09608,2,True
coco_000000035150_hdpainter_dreamshaper_1_Upscaled.jpg,2048,1472,2048,1472,True,0.052255,256,False
coco_000000035358_controlnet_sd1-5_1_None.jpg,640,480,640,480,True,0.071885,2,True
coco_000000035628_powerpaint_realisticvision_1_None.jpg,360,328,360,328,True,0.100974,60,False
coco_000000035690_controlnet_sd1-5_1_None.jpg,640,424,640,424,True,0.506946,110,False
coco_000000035707_controlnet_sd1-5_1_None.jpg,640,424,640,424,True,0.020843,49,False
coco_000000035738_inpaintanything_sd2_1_None.jpg,512,640,512,640,True,0.357361,2,True
coco_000000035774_controlnet_sd1-5_1_None.jpg,496,368,496,368,True,0.212417,235,False
coco_000000036124_inpaintanything_sd2_1_None.jpg,640,425,640,425,True,0.072349,2,True
coco_000000036157_powerpaint_realisticvision_1_Blended.jpg,496,392,496,392,True,0.070143,101,False
coco_000000036207_brushnet_juggernaut_1_Blended.jpg,1536,1016,1536,1016,True,0.117016,190,False
coco_000000036500_brushnet_epicrealism_1_None.jpg,640,400,640,400,True,0.296426,176,False
coco_000000036559_hdpainter_sd1-5_1_Upscaled.jpg,1536,2048,1536,2048,True,0.780713,256,False
coco_000000036589_hdpainter_dreamshaper_1_Upscaled.jpg,1366,2048,1366,2048,True,0.405297,256,False
coco_000000036911_hdpainter_dreamshaper_1_None.jpg,512,344,512,344,True,0.176656,2,True
coco_000000037186_powerpaint_realisticvision_1_Blended.jpg,640,480,640,480,True,0.060645,2,True
coco_000000037688_inpaintanything_sd2_1_None.jpg,640,480,640,480,True,0.126494,2,True
coco_000000037814_inpaintanything_sd2_1_None.jpg,640,480,640,480,True,0.057507,2,True
coco_000000037944_controlnet_sd1-5_1_None.jpg,640,512,640,512,True,0.310681,200,False
coco_000000038232_removeanything_lama_1_None.jpg,331,500,331,500,True,0.094894,2,True
coco_000000038426_removeanything_lama_1_None.jpg,612,612,612,612,True,0.519835,2,True
coco_000000038601_hdpainter_sd2_1_None.jpg,343,512,343,512,True,0.01095,2,True
coco_000000038686_controlnet_sd1-5_1_None.jpg,640,480,640,480,True,0.446706,2,True
coco_000000038753_brushnet_dreamshaper_1_Blended.jpg,640,424,640,424,True,0.30269,193,False
coco_000000038922_removeanything_lama_1_None.jpg,500,333,500,333,True,0.080589,2,True
coco_000000039195_brushnet_epicrealism_1_Blended.jpg,640,480,640,480,True,0.198649,2,True
coco_000000039497_brushnet_realisticvision_1_None.jpg,640,424,640,424,True,0.199923,80,False
coco_000000039535_hdpainter_sd2_1_None.jpg,512,384,512,384,True,0.155045,2,True
coco_000000039698_hdpainter_sd2_1_Upscaled.jpg,2048,1536,2048,1536,True,0.142665,256,False
coco_000000039802_hdpainter_dreamshaper_1_Upscaled.jpg,2048,1360,2048,1360,True,0.293515,256,False
coco_000000040055_powerpaint_realisticvision_1_Blended.jpg,392,640,392,640,True,0.139437,105,False
coco_000000040103_hdpainter_dreamshaper_1_Upscaled.jpg,2048,918,2048,918,True,0.37511,256,False
coco_000000040426_hdpainter_sd1-5_1_None.jpg,512,384,512,384,True,0.15243,2,True
coco_000000040602_powerpaint_realisticvision_1_Blended.jpg,640,480,640,480,True,0.273206,2,True
coco_000000040842_hdpainter_sd1-5_1_None.jpg,384,512,384,512,True,0.57428,2,True
coco_000000040948_removeanything_lama_1_None.jpg,640,423,640,423,True,0.117875,2,True
coco_000000041103_inpaintanything_sd2_1_None.jpg,640,426,640,426,True,0.203903,2,True
coco_000000041138_removeanything_lama_1_None.jpg,640,480,640,480,True,0.22054,2,True
coco_000000041456_hdpainter_sd1-5_1_Upscaled.jpg,2048,1360,2048,1360,True,0.08146,256,False
coco_000000041489_brushnet_realisticvision_1_None.jpg,640,480,640,480,True,0.140023,2,True
coco_000000041528_hdpainter_dreamshaper_1_None.jpg,384,512,384,512,True,0.467712,2,True
coco_000000041649_powerpaint_realisticvision_1_None.jpg,640,424,640,424,True,0.235053,188,False
coco_000000042055_inpaintanything_sd2_1_None.jpg,640,426,640,426,True,0.258421,2,True
coco_000000042105_controlnet_sd1-5_1_None.jpg,640,480,640,480,True,0.121921,2,True
coco_000000042371_inpaintanything_sd2_1_None.jpg,640,427,640,427,True,0.060839,2,True
coco_000000042671_removeanything_lama_1_None.jpg,640,427,640,427,True,0.095404,2,True
coco_000000042725_inpaintanything_sd2_1_None.jpg,640,473,640,473,True,0.191629,2,True
coco_000000042956_brushnet_dreamshaper_1_Blended.jpg,640,480,640,480,True,0.108281,2,True
coco_000000043007_removeanything_lama_1_None.jpg,426,640,426,640,True,0.074905,2,True
coco_000000043011_hdpainter_dreamshaper_1_None.jpg,384,512,384,512,True,0.080348,2,True
coco_000000043016_removeanything_lama_1_None.jpg,640,427,640,427,True,0.182937,2,True
coco_000000043165_hdpainter_sd1-5_1_None.jpg,512,384,512,384,True,0.104243,2,True
coco_000000043369_removeanything_lama_1_None.jpg,640,428,640,428,True,0.391545,2,True
coco_000000043673_removeanything_lama_1_None.jpg,640,480,640,480,True,0.068184,2,True
coco_000000043851_removeanything_lama_1_None.jpg,640,480,640,480,True,0.23041,2,True
coco_000000043882_removeanything_lama_1_None.jpg,480,640,480,640,True,0.454482,2,True
coco_000000043966_powerpaint_realisticvision_1_None.jpg,640,480,640,480,True,0.209453,2,True
coco_000000044060_inpaintanything_sd2_1_None.jpg,640,480,640,480,True,0.070195,2,True
coco_000000044337_inpaintanything_sd2_1_None.jpg,500,375,500,375,True,0.266016,2,True
coco_000000044341_powerpaint_realisticvision_1_None.jpg,640,624,640,624,True,0.040059,130,False
coco_000000044358_removeanything_lama_1_None.jpg,640,425,640,425,True,0.349592,2,True
coco_000000044446_controlnet_sd1-5_1_None.jpg,640,480,640,480,True,0.393411,2,True
coco_000000044928_powerpaint_realisticvision_1_Blended.jpg,640,480,640,480,True,0.132015,2,True
coco_000000045195_inpaintanything_sd2_1_None.jpg,640,428,640,428,True,0.061153,2,True
coco_000000045361_hdpainter_sd1-5_1_Upscaled.jpg,1363,2048,1363,2048,True,0.047916,256,False
coco_000000045374_brushnet_dreamshaper_1_Blended.jpg,640,424,640,424,True,0.150542,149,False
coco_000000045537_removeanything_lama_1_None.jpg,640,480,640,480,True,0.065299,2,True
coco_000000045680_powerpaint_realisticvision_1_None.jpg,368,496,368,496,True,0.061333,208,False
coco_000000046011_inpaintanything_sd2_1_None.jpg,640,360,640,360,True,0.076263,2,True
coco_000000046038_hdpainter_sd2_1_None.jpg,512,340,512,340,True,0.314694,2,True
coco_000000046068_inpaintanything_sd2_1_None.jpg,640,427,640,427,True,0.072047,2,True
